iter	TotalF1	Logloss
384	0.8882089771	0.2571801866
385	0.8882554404	0.2571799917
386	0.8882554404	0.2571677571
387	0.8882666736	0.257160019
388	0.888138537	0.2571232266
389	0.8881849972	0.2571229505
390	0.8881849972	0.2571212061
391	0.8880920712	0.2570838684
392	0.8880103866	0.2569970666
393	0.8882666736	0.2568327626
394	0.8883018981	0.2568263245
395	0.8882666736	0.2568248658
396	0.8883018981	0.2568246751
397	0.8881160335	0.2567256931
398	0.8881160335	0.2567244586
399	0.8883273957	0.2566652095
400	0.8885245182	0.2564621946
401	0.8885500927	0.2563996752
402	0.8885036007	0.256393581
403	0.8885500927	0.2563934224
404	0.8884218585	0.2563919298
405	0.8884683546	0.2562527005
406	0.8886318309	0.2562445993
407	0.8886430597	0.2561194428
408	0.8888065194	0.2560962547
409	0.8888641849	0.2559684857
410	0.8888272328	0.255769019
411	0.8888272328	0.2557665035
412	0.8889089174	0.2557599018
413	0.8889553422	0.2557449764
414	0.8889553422	0.2557448607
415	0.8887360039	0.2556132456
416	0.8889699792	0.2555462329
417	0.8887376015	0.2555400514
418	0.8887840884	0.2555283934
419	0.8888658348	0.2555273182
420	0.8888882493	0.2555260893
421	0.8888882493	0.2555251006
422	0.8887953071	0.2555194161
423	0.8891316669	0.2554285195
424	0.8890852343	0.2554269536
425	0.8889347119	0.2551717394
426	0.8889347119	0.2551560245
427	0.8888529861	0.2551239939
428	0.889005249	0.2549880823
429	0.889005249	0.2549631129
430	0.889005249	0.2549629138
431	0.889005249	0.2549420547
432	0.8890628904	0.2548999193
433	0.8890405214	0.2548586675
434	0.8890405214	0.2548583246
435	0.889005249	0.2548568347
436	0.889051709	0.2548558471
437	0.889051709	0.2548549804
438	0.8889347119	0.2548301277
439	0.888923515	0.2548202603
440	0.889086983	0.2547341938
441	0.8888658348	0.2546850578
442	0.889051709	0.2546681027
443	0.889191055	0.2546181137
444	0.8892727725	0.2545702702
445	0.8892616148	0.2545608531
446	0.8892263336	0.2545578268
447	0.889144612	0.2545557842
448	0.8893414877	0.2544995621
449	0.8893414877	0.2544990309
450	0.8893414877	0.2544955774
451	0.8894231846	0.2544622835
452	0.8894231846	0.254461987
453	0.8894231846	0.2544619511
454	0.889224515	0.254412627
455	0.8891651141	0.2543500078
456	0.8889794365	0.2542708596
457	0.8891428222	0.2541585406
458	0.8892356559	0.2541312063
459	0.889224515	0.254130768
460	0.889224515	0.2541219444
461	0.8893748639	0.2539484015
462	0.889350701	0.2539254171
463	0.8893859768	0.2539148245
464	0.889350701	0.253909547
465	0.8894695935	0.2538341204
466	0.8899244404	0.2537466542
467	0.8896924703	0.2536669489
468	0.8896087863	0.253480769
469	0.8896904668	0.2534172628
470	0.8896904668	0.2533960843
471	0.8896067641	0.2533664767
472	0.8896157537	0.2533153884
473	0.8895694153	0.2533059006
474	0.8895452	0.253263459
475	0.8897900204	0.2532113288
476	0.8897657666	0.2531938166
477	0.8896841721	0.25318576
478	0.8896841721	0.2531855557
479	0.8896841721	0.2531853813
480	0.8898120753	0.2531818634
481	0.8896488943	0.2531434966
482	0.8897304848	0.2530293326
483	0.8897304848	0.2530096059
484	0.8899399647	0.2528026653
485	0.8899862581	0.2527997175
486	0.8899289557	0.2525816706
487	0.8897878111	0.2525000525
488	0.8896952056	0.2524907682
489	0.8897878111	0.2524239515
490	0.8897657666	0.2523919703
491	0.8897304848	0.2523832955
492	0.8898120753	0.2523662659
493	0.8898120753	0.2523656756
494	0.8897878111	0.2523638533
495	0.8897878111	0.2523594349
496	0.8900435344	0.2522278392
497	0.8900435344	0.2522272741
498	0.8900898094	0.2522202325
499	0.8901360787	0.2521806736
500	0.8901251045	0.2521486574
501	0.8902663103	0.2520556144
502	0.8903125873	0.2520272977
503	0.8902663103	0.2520184528
504	0.8903832085	0.2519564159
505	0.8902090441	0.2518936623
506	0.8902906427	0.2518422616
507	0.8903832085	0.2517996364
508	0.8903832085	0.2517970928
509	0.8903832085	0.2517950439
510	0.8901117537	0.2515760896
511	0.8900192268	0.2515529349
512	0.890078828	0.2515277869
513	0.8903698147	0.2514221191
514	0.8905792054	0.2513499109
515	0.8906851717	0.2512438938
516	0.8906389165	0.2512401977
517	0.8908239034	0.251130511
518	0.8908239034	0.2511223858
519	0.8908129953	0.251115819
520	0.8902857999	0.2508544223
521	0.8904160734	0.2508076394
522	0.8904160734	0.2508052199
523	0.8904623264	0.2507859744
524	0.8904623264	0.2507845153
525	0.8902090441	0.2507182351
526	0.8901847239	0.2507029643
527	0.8901494227	0.250660473
528	0.8904026457	0.250595478
529	0.8904026457	0.2505933834
530	0.8903454582	0.2505175087
531	0.8901604021	0.2504893778
532	0.8901957023	0.2503331247
533	0.8902882446	0.2502725614
534	0.8899729549	0.2502412543
535	0.8900082434	0.2501720491
536	0.8902066745	0.2501499048
537	0.8902066745	0.2501445029
538	0.890427016	0.2501273108
539	0.8906607714	0.2500323971
540	0.8906254503	0.2500209264
541	0.8909408052	0.2499030737
542	0.8910441385	0.2498588516
543	0.8911855155	0.2497513995
544	0.8911501674	0.2497335298
545	0.8911963838	0.249733105
546	0.8912317334	0.2496847793
547	0.8912317334	0.2496801896
548	0.8912317334	0.249662309
549	0.8912779458	0.2496551836
550	0.891272292	0.2495603616
551	0.890843028	0.2491385117
552	0.8908783521	0.2491365714
553	0.8908783521	0.2491349205
554	0.8909815981	0.249036136
555	0.8912124367	0.2489532815
556	0.8912369522	0.2489141598
557	0.8913754143	0.2489053035
558	0.8914569031	0.2488594662
559	0.8914569031	0.2488090971
560	0.8915737444	0.2487588037
561	0.8916198808	0.2487508137
562	0.8916767797	0.2487216287
563	0.8916060733	0.2486490094
564	0.8915599526	0.2486182519
565	0.891630656	0.2485497462
566	0.8915845268	0.2484934315
567	0.891503042	0.2484661985
568	0.8915737444	0.2484186243
569	0.8914353021	0.2483802064
570	0.8914922516	0.2483797189
571	0.8914922516	0.2483346933
572	0.8916690319	0.2483046261
573	0.8916228784	0.2482770674
574	0.8915875188	0.2482767551
575	0.8915875188	0.2482767278
576	0.8920562753	0.2482208796
577	0.8920916433	0.2482027512
578	0.8921623869	0.2481921535
579	0.8921270138	0.2481921104
580	0.8922298314	0.2481597989
581	0.8923145971	0.248122013
582	0.8923145971	0.2481184842
583	0.8922331406	0.2480663627
584	0.8922652064	0.2479816831
585	0.8920809385	0.2479239579
586	0.8922899024	0.247890755
587	0.8921730835	0.2478550668
588	0.8924706771	0.2478090951
589	0.8922618466	0.2475964383
590	0.8923786264	0.2475511881
591	0.8926369722	0.2473405217
592	0.892693634	0.2473144061
593	0.892739653	0.2472717076
594	0.892739653	0.2472406946
595	0.8928564661	0.2472107561
596	0.8929130783	0.247129001
597	0.892902477	0.247072284
598	0.8928670744	0.247029046
599	0.8929342631	0.2469175164
600	0.8929802475	0.2468839313
601	0.8929802475	0.2468837872
602	0.8927537996	0.246862042
603	0.8927290296	0.2467973644
604	0.8927290296	0.2467965431
605	0.892693634	0.2467894454
606	0.8927962768	0.246753153
607	0.89230445	0.2467146639
608	0.8924246545	0.2466512725
609	0.8925874624	0.2466351138
610	0.8924459359	0.2462498951
611	0.8924954169	0.246230739
612	0.8926228504	0.2461718217
613	0.892612218	0.2461411081
614	0.892658241	0.2461407507
615	0.8926193273	0.2461150835
616	0.8925733283	0.2460955436
617	0.8926087116	0.2460891269
618	0.8928316744	0.2460701977
619	0.892739653	0.2460350526
620	0.8927502704	0.246011441
621	0.8923679698	0.2459757473
622	0.8923679698	0.2459748589
623	0.8925166941	0.2458983733
624	0.8924246545	0.2458935767
625	0.8924954169	0.2458826628
626	0.89259809	0.2457906788
627	0.8928068813	0.2457574726
628	0.8926440975	0.2457134977
629	0.892926892	0.2454595594
630	0.892926892	0.2454583736
631	0.892926892	0.2454456536
632	0.8929833748	0.2454176525
633	0.8927747949	0.2453846346
634	0.8925803831	0.2453245465
635	0.8925909772	0.2453229912
636	0.8927076964	0.2452711193
637	0.892682897	0.2451771373
638	0.8929765617	0.2450156583
639	0.8930473596	0.2449828828
640	0.893036796	0.244974774
641	0.8930013947	0.2449710346
642	0.893036796	0.2448544171
643	0.8932560386	0.2446775386
644	0.8931641302	0.2446568736
645	0.8932100871	0.2446336701
646	0.8933584458	0.2444536094
647	0.8936339318	0.2443776265
648	0.893531632	0.2443372823
649	0.8933794698	0.2443197888
650	0.8936234527	0.2442951857
651	0.8937087631	0.2441650923
652	0.8937087631	0.2441637977
653	0.8936628372	0.2441593699
654	0.8936628372	0.2441592323
655	0.8936628372	0.244123463
656	0.8937087631	0.2441127366
657	0.893637903	0.244098411
658	0.8938674356	0.2439941078
659	0.8939133257	0.2439462424
660	0.89382154	0.2438488678
661	0.8937506784	0.2437831132
662	0.8936943033	0.2437413258
663	0.8937087631	0.2437365343
664	0.8946391539	0.2434876006
665	0.8946850316	0.2434575188
666	0.8946850316	0.2434570663
667	0.8946850316	0.2434549445
668	0.8946850316	0.2434511956
669	0.8946599446	0.2434145236
670	0.8946599446	0.2434105054
671	0.8947058084	0.2433905597
672	0.8945284477	0.2432658179
673	0.8944471281	0.2432623463
674	0.8945639147	0.2432299126
675	0.8945431291	0.2432284731
676	0.8945431291	0.2432282907
677	0.8944868488	0.2432261017
678	0.8946140752	0.2432011203
679	0.894680712	0.2431420323
680	0.8945889955	0.2431039023
681	0.8945889955	0.2429938864
682	0.8945682004	0.2429907685
683	0.8946140752	0.242976533
684	0.8943700322	0.2429544371
685	0.8948537262	0.2428421602
686	0.8948537262	0.2428362868
687	0.8947724066	0.2426807834
688	0.8948537262	0.2425986048
689	0.8947827678	0.2425190223
690	0.8950015478	0.2424300948
691	0.8950015478	0.2424278501
692	0.8950828474	0.2424157095
693	0.8950931661	0.2424152497
694	0.8950931661	0.2424130721
695	0.8950931661	0.2424071914
696	0.8950267026	0.2423646101
697	0.8948138166	0.2422262392
698	0.894691087	0.2422027303
699	0.894726562	0.2421630414
700	0.8949246949	0.2421202422
701	0.894945391	0.2420760428
702	0.8949705329	0.2419618586
703	0.8957940331	0.2417984297
704	0.8963786483	0.2413991449
705	0.8961499572	0.2413685399
706	0.8961397424	0.2413606249
707	0.8960126774	0.2413413928
708	0.8960837536	0.2413262103
709	0.8961854983	0.2412828848
710	0.8962565882	0.241271722
711	0.8962108295	0.2412715653
712	0.8960686655	0.2412394304
713	0.8961042027	0.2412089834
714	0.8961752846	0.2411747943
715	0.8961854983	0.2411725315
716	0.8961854983	0.2411652557
717	0.8962667939	0.2411369658
718	0.8963276885	0.2410793958
719	0.8963276885	0.2409751602
720	0.8961397424	0.2409020919
721	0.89603798	0.240886252
722	0.896093981	0.240847511
723	0.896093981	0.2408471935
724	0.8959108813	0.2408427618
725	0.8960837536	0.2408083957
726	0.8961397424	0.2407748708
727	0.8962565882	0.2407557595
728	0.8965970055	0.240458502
729	0.8964903117	0.2404089783
730	0.8965716233	0.240407738
731	0.8967952305	0.2403669105
732	0.8966935364	0.2403122567
733	0.8966121927	0.2403092156
734	0.89677488	0.2403032951
735	0.89677488	0.2403028376
736	0.896729115	0.2403024044
737	0.896530849	0.2402826184
738	0.8967240776	0.2402231155
739	0.8966783291	0.2402180299
740	0.8967037224	0.2401985095
741	0.8966783291	0.2401832649
742	0.8966325752	0.2401404271
743	0.8966681475	0.2401133794
744	0.8966681475	0.2401088436
745	0.8965054842	0.2400751908
746	0.8966783291	0.2399981719
747	0.8971865208	0.2397742911
748	0.8969578857	0.2397004457
749	0.8972577143	0.2395464126
750	0.8971306757	0.2395219766
751	0.8971052132	0.2394573512
752	0.8973135352	0.2393239954
753	0.8974351798	0.2392699962
754	0.8975419879	0.2392574489
755	0.8977146068	0.2392409784
756	0.8976333312	0.239236574
757	0.8976689419	0.2392221932
758	0.8977703056	0.2391421641
759	0.8977246528	0.2390948543
760	0.8976890419	0.2389990426
761	0.8976433852	0.2389865186
762	0.8977045552	0.2389699507
763	0.8977045552	0.2389626048
764	0.8976132063	0.2389360504
765	0.8977703056	0.2388741953
766	0.8975867758	0.2386078424
767	0.8975511825	0.2385653553
768	0.8975977231	0.2384530629
769	0.897425103	0.2384359343
770	0.8973895042	0.2384354945
771	0.8973895042	0.2384353763
772	0.897425103	0.2384196732
773	0.8976890419	0.2384162575
774	0.8976735135	0.2383562938
775	0.8976735135	0.2383557586
776	0.8978460167	0.2383191624
777	0.8978660312	0.2383153685
778	0.8978660312	0.2383112025
779	0.8979728701	0.2382679502
780	0.897957242	0.2382143
781	0.8980028393	0.2382109225
782	0.8979415989	0.2382062975
783	0.8979415989	0.2381566886
784	0.8980584031	0.2381405939
785	0.8980128179	0.2381347521
786	0.8980128179	0.2381346542
787	0.8979871813	0.2381100295
788	0.8979772071	0.2380752452
789	0.8975100691	0.2379110187
790	0.8976724294	0.2378686429
791	0.8977892061	0.2378588391
792	0.8977892061	0.237806703
793	0.8977180156	0.2377802597
794	0.8978447687	0.2377345239
795	0.897880368	0.2377299281
796	0.8978347897	0.2377282456
797	0.8979415989	0.2377236517
798	0.8978248052	0.2377102976
799	0.8978703902	0.2376900746
800	0.897662429	0.2376734079
801	0.897662429	0.2376726625
802	0.8975912493	0.2376696478
803	0.8976724294	0.2376469349
804	0.8981338449	0.237615981
805	0.8981793992	0.2376154917
806	0.8982406904	0.2375724856
807	0.8982763108	0.2375711044
808	0.8983119337	0.2375647429
809	0.8982763108	0.2375644043
810	0.8982763108	0.2375639784
811	0.8982406904	0.2375636863
812	0.8982406904	0.2375545781
813	0.8982050727	0.2375541495
814	0.8983119337	0.2375151574
815	0.8982862489	0.2374935846
816	0.8983318019	0.237492607
817	0.8983318019	0.2374890479
818	0.8983318019	0.2374881338
819	0.8983417278	0.2374875879
820	0.8982961814	0.2374871213
821	0.8983318019	0.2374867602
822	0.8983872688	0.2374013786
823	0.8982605635	0.2373864435
824	0.8983516481	0.2373451118
825	0.8982704917	0.2373193572
826	0.8982704917	0.2372979084
827	0.8982704917	0.23729773
828	0.8984070904	0.2372796369
829	0.8982745398	0.236990249
830	0.8988165985	0.2367217869
831	0.8987711189	0.2367058857
832	0.8991053877	0.2366431756
833	0.8990046269	0.236603797
834	0.8990402718	0.2365943139
835	0.8989235061	0.2365840147
836	0.899157048	0.2365288104
837	0.8991927021	0.2365012653
838	0.8990599253	0.2364573219
839	0.898913662	0.2362801245
840	0.8989493042	0.2362711548
841	0.8989947907	0.2362486354
842	0.8988264407	0.2360922602
843	0.8991053877	0.2360765199
844	0.8991053877	0.2360730957
845	0.8993228364	0.2360379425
846	0.8993326203	0.2360235499
847	0.8993326203	0.2360233336
848	0.8993326203	0.2360231347
849	0.8993032521	0.2359922723
850	0.8992025213	0.2359511411
851	0.8991115695	0.2359366562
852	0.8991312181	0.2359282557
853	0.8990795569	0.2358463838
854	0.8990144575	0.2358126424
855	0.8990599253	0.2358106473
856	0.8990795569	0.235791116
857	0.8989628275	0.235724432
858	0.8989530054	0.2356530425
859	0.8990893644	0.2356329717
860	0.8992711023	0.2355656727
861	0.8991543923	0.2355423347
862	0.8991900327	0.2355407469
863	0.8990795569	0.2354918248
864	0.8990893644	0.2354252279
865	0.8992256758	0.2353319314
866	0.8992808777	0.2353189865
867	0.8991900327	0.2353137145
868	0.8994981554	0.2352688221
869	0.8994786547	0.2352494741
870	0.8997510236	0.2352283518
871	0.8997510236	0.2352278897
872	0.8997510236	0.2352254361
873	0.899705642	0.2352068743
874	0.8998871368	0.2351166221
875	0.8999324973	0.2350947202
876	0.9000038393	0.2350668807
877	0.8997347853	0.2350170719
878	0.8997672477	0.2349842063
879	0.8998677339	0.2349690003
880	0.8999584761	0.2349418965
881	0.899877438	0.2349353045
882	0.8999131077	0.2349352211
883	0.8999131077	0.2349337685
